idx,fx1_R,fx0d5_R,fx1d5_R,fx2d5_R,fx3_R,fx5_R,fx7_R,Freq_Rated,Freq_Gen,CC_bus,Power,I_R_rms,I_S_rms,I_T_rms,Load,Class
106,0.587248557752475,0.0120176178109963,0.0205513604559191,0.0120851541999087,0.154851440640701,0.333263655699278,0.264646848947199,57.5,56.82,215,0.16,1.574931900943,1.317691571148,1.13135873755655,0,7
107,0.687584427513649,0.168938703981246,0.152967216757319,0.0712488849140687,0.204544432371489,0.521632221584438,0.422089411314545,60,58.87,327,0.42,2.93762193003632,2.26243694902021,2.11190435100504,0,7
108,0.626527289636218,0.0596746105202051,0.0402289722232448,0.0196235690030147,0.21940115762656,0.480592187213116,0.460011431389899,60,58.89,325,0.41,2.88777389177918,2.22925428106501,2.07305426732791,0,7
109,0.652490544943595,0.0217879453077012,0.0243404527841986,0.0146429751355806,0.152796120630416,0.488642809896715,0.46035095491429,60,58.91,322,0.4,2.83437466883113,2.18772813272047,2.04207553808537,0,7
110,0.582331470167564,0.0207010487183469,0.0290020855560681,0.0198080110517477,0.244798929180611,0.49412365743719,0.389467971827195,60,58.93,322,0.4,2.8562807655987,2.20317219851699,2.05048812173927,0,7
111,0.472088759352124,0.0194397550895343,0.0353358613645234,0.0201937404328334,0.191387119683642,0.446918024225308,0.378545936003231,60,58.95,320,0.4,2.82048303239833,2.17773719873284,2.01598087982,0,7
112,0.651553168359083,0.0245956171143588,0.0290612411158521,0.0259916056617881,0.219962493432641,0.416546264510773,0.456799699750711,60,58.97,317,0.4,2.76419610402482,2.13973643645484,1.9732407237779,0,7
113,0.677882736642575,0.0163762938312873,0.0332868917347746,0.0162790479794564,0.214975782140288,0.376163810408531,0.401705780102135,60,58.99,315,0.37,2.7220897657649,2.11057322709086,1.93270064032895,0,7
114,0.699155089227586,0.0113342721791686,0.0175381511776563,0.0163417193168391,0.15795323150363,0.528759744525069,0.457662111197731,60,59.01,311,0.37,2.65405493215727,2.0656074220729,1.87952335953426,0,7
115,0.621698684828076,0.032355436764436,0.0233862269943244,0.0218850179344963,0.224136623205434,0.52755235930624,0.373745940643748,60,59.03,305,0.36,2.59302321802675,2.02516810428798,1.8343563287173,0,7
116,0.493398362638774,0.0129352782815209,0.0198377886150238,0.0124238320345485,0.158374870648105,0.519140264474265,0.379637521867245,60,59.05,301,0.33,2.50972191040489,1.97310993475603,1.77501523735781,0,7
117,0.560265019350965,0.0105005609556814,0.0145698777321386,0.0157192472482472,0.200252607635963,0.440159457291406,0.399884407714622,60,59.07,292,0.3,2.36288312439389,1.86242170023118,1.67937393984396,0,7
118,0.641045028687121,0.0205912443431835,0.0267552201669967,0.0156505771408001,0.179024135663991,0.431910477030162,0.285297775684253,60,59.09,287,0.29,2.30288017297694,1.82246198240256,1.63097908308599,0,7
119,0.587382369798939,0.0120615213857185,0.0201031207944576,0.0151071576817187,0.196299921281289,0.336999065019965,0.395962415901962,60,59.11,282,0.28,2.24583454166793,1.78417138966783,1.5902673580441,0,7
120,0.505149149390092,0.0638758669257685,0.0888090601115798,0.0410857226488288,0.207832091747907,0.362221803126211,0.418780643408676,60,59.13,277,0.27,2.18503063457897,1.7437810681087,1.5445570667839,0,7
121,0.525443726194621,0.0126763271859817,0.0243374442202856,0.0111613072075686,0.171012593233401,0.45114763678775,0.405278015739074,60,59.15,270,0.25,2.10972061883046,1.69486588252768,1.48816811203305,0,7
122,0.53047282293853,0.011586770488601,0.0232246548827782,0.0148503669484136,0.199332469343887,0.421049864240717,0.392074179605909,60,59.17,264,0.24,2.04263548064716,1.65049955671103,1.44216499002162,0,7
123,0.622595218607631,0.00979870790540808,0.0227152552605601,0.0121562869246225,0.200582296847508,0.375615619221205,0.309931642966025,60,59.19,257,0.23,1.98015303648306,1.60464176735082,1.39330035889058,0,7
124,0.476094571799472,0.063984863075759,0.0771798476566255,0.0415531646539647,0.153820249685368,0.322802675978714,0.340244013979516,60,59.21,239,0.2,1.80774326426358,1.47718925434258,1.27594973536772,0,7
125,0.483213366028965,0.0133667318143753,0.0155174204470264,0.0118606555531484,0.194301620938319,0.339648978834572,0.348557014601357,60,59.23,230,0.18,1.72942292258287,1.4189082075567,1.2196737055934,0,7
126,0.344898701373144,0.029705534899665,0.0388621083495582,0.0248583348256564,0.115683931221196,0.255747767941435,0.253452368336295,60,59.25,221,0.17,1.64990062070389,1.36390409411983,1.1694566402393,0,7
127,0.375449297264597,0.00933080100160535,0.0230114330762121,0.00814293768675322,0.177817047299049,0.27808934175257,0.324813714549671,60,59.27,211,0.15,1.56092218531138,1.29348023745871,1.11092022838566,0,7
